origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
KEN,False,True,CHE,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,CHE,False,False,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,CHE,False,False,REF,m,12-17,12,17,9,2010-01-01,2010-12-31
KEN,False,True,CHE,False,False,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,CHE,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,CHE,False,False,REF,m,all,None,None,14,2010-01-01,2010-12-31
KEN,False,True,CHE,False,False,REF,all,all,None,None,32,2010-01-01,2010-12-31
KEN,False,True,CYP,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,CYP,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,CYP,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,CYP,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,CYP,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,CYP,False,False,ASY,f,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,CYP,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,CYP,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,CYP,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,CYP,False,False,ASY,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,CYP,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,CYP,False,False,ASY,m,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,CYP,False,False,ASY,all,all,None,None,12,2010-01-01,2010-12-31
KEN,False,True,CZE,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,CZE,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,CZE,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,CZE,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,CZE,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,CZE,False,False,ASY,f,all,None,None,5,2010-01-01,2010-12-31
KEN,False,True,CZE,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,CZE,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,CZE,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,CZE,False,False,ASY,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,CZE,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,CZE,False,False,ASY,m,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,CZE,False,False,ASY,all,all,None,None,5,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,ASY,f,0-4,0,4,11,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,ASY,f,12-17,12,17,18,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,ASY,f,18-59,18,59,159,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,ASY,f,all,None,None,188,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,ASY,m,0-4,0,4,8,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,ASY,m,12-17,12,17,11,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,ASY,m,18-59,18,59,95,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,ASY,m,all,None,None,114,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,ASY,all,all,None,None,302,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,REF,f,0-4,0,4,5,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,REF,f,5-11,5,11,13,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,REF,f,12-17,12,17,22,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,REF,f,18-59,18,59,150,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,REF,f,all,None,None,190,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,REF,m,0-4,0,4,7,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,REF,m,5-11,5,11,14,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,REF,m,12-17,12,17,9,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,REF,m,18-59,18,59,65,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,REF,m,60+,60,None,5,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,REF,m,all,None,None,100,2010-01-01,2010-12-31
KEN,False,True,DEU,False,False,REF,all,all,None,None,290,2010-01-01,2010-12-31
KEN,False,True,DJI,False,True,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,DJI,False,True,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,DJI,False,True,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,DJI,False,True,REF,f,18-59,18,59,9,2010-01-01,2010-12-31
KEN,False,True,DJI,False,True,REF,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,DJI,False,True,REF,f,all,None,None,9,2010-01-01,2010-12-31
KEN,False,True,DJI,False,True,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,DJI,False,True,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,DJI,False,True,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,DJI,False,True,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,DJI,False,True,REF,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,DJI,False,True,REF,m,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,DJI,False,True,REF,all,all,None,None,9,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,ASY,f,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,ASY,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,ASY,m,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,ASY,all,all,None,None,5,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,REF,f,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,REF,m,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,DNK,False,False,REF,all,all,None,None,7,2010-01-01,2010-12-31
KEN,False,True,ESP,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,ESP,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,ESP,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,ESP,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,ESP,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,ESP,False,False,ASY,f,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,ESP,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,ESP,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,ESP,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,ESP,False,False,ASY,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,ESP,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,ESP,False,False,ASY,m,all,None,None,5,2010-01-01,2010-12-31
KEN,False,True,ESP,False,False,ASY,all,all,None,None,5,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,ASY,f,0-4,0,4,36,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,ASY,f,5-11,5,11,41,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,ASY,f,12-17,12,17,22,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,ASY,f,18-59,18,59,66,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,ASY,f,60+,60,None,11,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,ASY,f,all,None,None,176,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,ASY,m,0-4,0,4,32,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,ASY,m,5-11,5,11,43,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,ASY,m,12-17,12,17,22,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,ASY,m,18-59,18,59,56,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,ASY,m,60+,60,None,6,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,ASY,m,all,None,None,159,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,ASY,all,all,None,None,335,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,REF,f,0-4,0,4,233,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,REF,f,5-11,5,11,313,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,REF,f,12-17,12,17,173,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,REF,f,18-59,18,59,481,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,REF,f,60+,60,None,84,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,REF,f,all,None,None,1284,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,REF,m,0-4,0,4,269,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,REF,m,5-11,5,11,294,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,REF,m,12-17,12,17,123,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,REF,m,18-59,18,59,374,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,REF,m,60+,60,None,81,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,REF,m,all,None,None,1141,2010-01-01,2010-12-31
KEN,False,True,ETH,False,True,REF,all,all,None,None,2425,2010-01-01,2010-12-31
KEN,False,True,FIN,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,FIN,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,FIN,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,FIN,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,FIN,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,FIN,False,False,ASY,f,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,FIN,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,FIN,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,FIN,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,FIN,False,False,ASY,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,FIN,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,FIN,False,False,ASY,m,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,FIN,False,False,ASY,all,all,None,None,5,2010-01-01,2010-12-31
KEN,False,True,FRA,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,FRA,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,FRA,False,False,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,FRA,False,False,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,FRA,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,FRA,False,False,REF,f,all,None,None,16,2010-01-01,2010-12-31
KEN,False,True,FRA,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,FRA,False,False,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,FRA,False,False,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,FRA,False,False,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,FRA,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,FRA,False,False,REF,m,all,None,None,9,2010-01-01,2010-12-31
KEN,False,True,FRA,False,False,REF,all,all,None,None,25,2010-01-01,2010-12-31
KEN,False,True,GBR,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,GBR,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,GBR,False,False,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,GBR,False,False,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,GBR,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,GBR,False,False,REF,f,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,GBR,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,GBR,False,False,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,GBR,False,False,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,GBR,False,False,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,GBR,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,GBR,False,False,REF,m,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,GBR,False,False,REF,all,all,None,None,644,2010-01-01,2010-12-31
KEN,False,True,GRC,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,GRC,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,GRC,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,GRC,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,GRC,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,GRC,False,False,ASY,f,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,GRC,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,GRC,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,GRC,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,GRC,False,False,ASY,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,GRC,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,GRC,False,False,ASY,m,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,GRC,False,False,ASY,all,all,None,None,171,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,ASY,f,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,ASY,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,ASY,m,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,ASY,all,all,None,None,5,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,REF,f,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,REF,m,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,HUN,False,False,REF,all,all,None,None,5,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,ASY,f,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,ASY,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,ASY,m,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,ASY,all,all,None,None,72,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,REF,f,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,REF,m,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,IRL,False,False,REF,all,all,None,None,105,2010-01-01,2010-12-31
KEN,False,True,ISL,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,ISL,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,ISL,False,False,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,ISL,False,False,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,ISL,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,ISL,False,False,REF,f,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,ISL,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,ISL,False,False,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,ISL,False,False,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,ISL,False,False,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,ISL,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,ISL,False,False,REF,m,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,ISL,False,False,REF,all,all,None,None,5,2010-01-01,2010-12-31
KEN,False,True,ISR,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,ISR,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,ISR,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,ISR,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,ISR,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,ISR,False,False,ASY,f,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,ISR,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,ISR,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,ISR,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,ISR,False,False,ASY,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,ISR,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,ISR,False,False,ASY,m,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,ISR,False,False,ASY,all,all,None,None,23,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,ASY,f,all,None,None,10,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,ASY,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,ASY,m,all,None,None,9,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,ASY,all,all,None,None,19,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,REF,f,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,REF,m,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,ITA,False,False,REF,all,all,None,None,65,2010-01-01,2010-12-31
KEN,False,True,KOR,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,KOR,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,KOR,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,KOR,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
KEN,False,True,KOR,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,KOR,False,False,ASY,f,all,None,None,0,2010-01-01,2010-12-31
KEN,False,True,KOR,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,KOR,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,KOR,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
KEN,False,True,KOR,False,False,ASY,m,18-59,18,59,5,2010-01-01,2010-12-31
KEN,False,True,KOR,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
KEN,False,True,KOR,False,False,ASY,m,all,None,None,5,2010-01-01,2010-12-31
KEN,False,True,KOR,False,False,ASY,all,all,None,None,5,2010-01-01,2010-12-31
KEN,False,True,MYS,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
KEN,False,True,MYS,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
KEN,False,True,MYS,False,False,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
