origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
KEN,False,True,BEL,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,ASY,f,all,None,None,10,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,ASY,m,all,None,None,10,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,ASY,all,all,None,None,20,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,REF,f,all,None,None,5,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,REF,m,all,None,None,10,2020-01-01,2020-12-31
KEN,False,True,BEL,False,False,REF,all,all,None,None,15,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,ASY,f,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,ASY,m,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,ASY,all,all,None,None,78,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,REF,f,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,REF,m,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,BRA,False,True,REF,all,all,None,None,10,2020-01-01,2020-12-31
KEN,False,True,BWA,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,BWA,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,BWA,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,BWA,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,BWA,False,False,REF,f,60+,60,None,5,2020-01-01,2020-12-31
KEN,False,True,BWA,False,False,REF,f,all,None,None,5,2020-01-01,2020-12-31
KEN,False,True,BWA,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,BWA,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,BWA,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,BWA,False,False,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,BWA,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,BWA,False,False,REF,m,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,BWA,False,False,REF,all,all,None,None,5,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,ASY,f,18-59,18,59,216,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,ASY,f,all,None,None,266,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,ASY,m,18-59,18,59,190,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,ASY,m,all,None,None,251,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,ASY,all,all,None,None,517,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,REF,f,18-59,18,59,46,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,REF,f,all,None,None,71,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,REF,m,18-59,18,59,29,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,REF,m,all,None,None,46,2020-01-01,2020-12-31
KEN,False,True,CAN,False,False,REF,all,all,None,None,229,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,ASY,f,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,ASY,m,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,ASY,all,all,None,None,5,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,REF,f,18-59,18,59,7,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,REF,f,60+,60,None,5,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,REF,f,all,None,None,12,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,REF,m,18-59,18,59,9,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,REF,m,all,None,None,9,2020-01-01,2020-12-31
KEN,False,True,CHE,False,False,REF,all,all,None,None,43,2020-01-01,2020-12-31
KEN,False,True,CHL,False,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,CHL,False,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,CHL,False,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,CHL,False,True,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,CHL,False,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,CHL,False,True,REF,f,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,CHL,False,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,CHL,False,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,CHL,False,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,CHL,False,True,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,CHL,False,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,CHL,False,True,REF,m,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,CHL,False,True,REF,all,all,None,None,5,2020-01-01,2020-12-31
KEN,False,True,CHN,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,CHN,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,CHN,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,CHN,False,False,ASY,f,18-59,18,59,18,2020-01-01,2020-12-31
KEN,False,True,CHN,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,CHN,False,False,ASY,f,all,None,None,18,2020-01-01,2020-12-31
KEN,False,True,CHN,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,CHN,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,CHN,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,CHN,False,False,ASY,m,18-59,18,59,11,2020-01-01,2020-12-31
KEN,False,True,CHN,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,CHN,False,False,ASY,m,all,None,None,11,2020-01-01,2020-12-31
KEN,False,True,CHN,False,False,ASY,all,all,None,None,29,2020-01-01,2020-12-31
KEN,False,True,COD,True,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,COD,True,True,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,COD,True,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,COD,True,True,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,COD,True,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,COD,True,True,ASY,f,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,COD,True,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,COD,True,True,ASY,m,5-11,5,11,5,2020-01-01,2020-12-31
KEN,False,True,COD,True,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,COD,True,True,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,COD,True,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,COD,True,True,ASY,m,all,None,None,5,2020-01-01,2020-12-31
KEN,False,True,COD,True,True,ASY,all,all,None,None,5,2020-01-01,2020-12-31
KEN,False,True,CYP,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,CYP,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,CYP,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,CYP,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,CYP,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,CYP,False,False,ASY,f,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,CYP,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,CYP,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,CYP,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,CYP,False,False,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,CYP,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,CYP,False,False,ASY,m,all,None,None,5,2020-01-01,2020-12-31
KEN,False,True,CYP,False,False,ASY,all,all,None,None,5,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,ASY,f,0-4,0,4,42,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,ASY,f,5-11,5,11,7,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,ASY,f,12-17,12,17,13,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,ASY,f,18-59,18,59,348,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,ASY,f,60+,60,None,5,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,ASY,f,all,None,None,415,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,ASY,m,0-4,0,4,36,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,ASY,m,5-11,5,11,15,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,ASY,m,12-17,12,17,8,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,ASY,m,18-59,18,59,195,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,ASY,m,60+,60,None,5,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,ASY,m,all,None,None,259,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,ASY,all,all,None,None,674,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,REF,f,0-4,0,4,5,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,REF,f,5-11,5,11,6,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,REF,f,12-17,12,17,5,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,REF,f,18-59,18,59,98,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,REF,f,60+,60,None,5,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,REF,f,all,None,None,119,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,REF,m,5-11,5,11,5,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,REF,m,12-17,12,17,8,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,REF,m,18-59,18,59,40,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,REF,m,all,None,None,53,2020-01-01,2020-12-31
KEN,False,True,DEU,False,False,REF,all,all,None,None,172,2020-01-01,2020-12-31
KEN,False,True,DNK,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,DNK,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,DNK,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,DNK,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,DNK,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,DNK,False,False,REF,f,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,DNK,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,DNK,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,DNK,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,DNK,False,False,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,DNK,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,DNK,False,False,REF,m,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,DNK,False,False,REF,all,all,None,None,5,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,ASY,f,18-59,18,59,5,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,ASY,f,all,None,None,5,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,ASY,m,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,ASY,all,all,None,None,5,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,REF,f,5-11,5,11,8,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,REF,f,all,None,None,8,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,REF,m,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,EGY,False,True,REF,all,all,None,None,8,2020-01-01,2020-12-31
KEN,False,True,ESP,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,ESP,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,ESP,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,ESP,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,ESP,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,ESP,False,False,ASY,f,all,None,None,9,2020-01-01,2020-12-31
KEN,False,True,ESP,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,ESP,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,ESP,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,ESP,False,False,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,ESP,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,ESP,False,False,ASY,m,all,None,None,11,2020-01-01,2020-12-31
KEN,False,True,ESP,False,False,ASY,all,all,None,None,20,2020-01-01,2020-12-31
KEN,False,True,ETH,False,True,REF,f,0-4,0,4,250,2020-01-01,2020-12-31
KEN,False,True,ETH,False,True,REF,f,5-11,5,11,479,2020-01-01,2020-12-31
KEN,False,True,ETH,False,True,REF,f,12-17,12,17,319,2020-01-01,2020-12-31
KEN,False,True,ETH,False,True,REF,f,18-59,18,59,896,2020-01-01,2020-12-31
KEN,False,True,ETH,False,True,REF,f,60+,60,None,152,2020-01-01,2020-12-31
KEN,False,True,ETH,False,True,REF,f,all,None,None,2096,2020-01-01,2020-12-31
KEN,False,True,ETH,False,True,REF,m,0-4,0,4,312,2020-01-01,2020-12-31
KEN,False,True,ETH,False,True,REF,m,5-11,5,11,492,2020-01-01,2020-12-31
KEN,False,True,ETH,False,True,REF,m,12-17,12,17,341,2020-01-01,2020-12-31
KEN,False,True,ETH,False,True,REF,m,18-59,18,59,659,2020-01-01,2020-12-31
KEN,False,True,ETH,False,True,REF,m,60+,60,None,122,2020-01-01,2020-12-31
KEN,False,True,ETH,False,True,REF,m,all,None,None,1926,2020-01-01,2020-12-31
KEN,False,True,ETH,False,True,REF,all,all,None,None,4022,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,ASY,f,all,None,None,5,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,ASY,m,all,None,None,7,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,ASY,all,all,None,None,12,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,REF,f,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,REF,m,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,FIN,False,False,REF,all,all,None,None,18,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,ASY,f,all,None,None,5,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,ASY,m,all,None,None,9,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,ASY,all,all,None,None,14,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,REF,f,all,None,None,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
KEN,False,True,FRA,False,False,REF,m,all,None,None,0,2020-01-01,2020-12-31
